gene,component,n_mut,n_wt,effect,p,q
SFRP1,C7,39,8653,-0.05828329920768738,0.35190606263779856,0.7064872919021676
ST6GALNAC2,C2,40,8652,0.004199560731649399,0.35190834028993867,0.7064872919021676
SPRR2B,C10,24,8668,0.05393344536423683,0.35191759121873467,0.7064872919021676
PPARA,C6,66,8626,0.007479820400476456,0.35194046817567626,0.7064872919021676
C19orf26,C10,56,8636,0.03824688121676445,0.3519464384273636,0.7064872919021676
IDE,C10,110,8582,0.03226177766919136,0.35195021214498357,0.7064872919021676
GPR144,C10,55,8637,0.03185040503740311,0.35195315637680724,0.7064872919021676
TGFB3,C2,47,8645,0.018715016543865204,0.351961795915824,0.7064872919021676
LFNG,C2,41,8651,0.008514516055583954,0.3519646283390042,0.7064872919021676
SOX1,C6,31,8661,-0.012704968452453613,0.351965132945257,0.7064872919021676
ZNF207,C6,77,8615,-0.03663325309753418,0.35196621111335513,0.7064872919021676
SMS,C2,54,8638,0.019757796078920364,0.35197560652455195,0.7064872919021676
CACNA1H,C7,295,8397,0.024167895317077637,0.35197801833532605,0.7064872919021676
AKAP11,C2,180,8512,0.009876444935798645,0.35198130617454104,0.7064872919021676
CATSPERD,C6,151,8541,0.00991658866405487,0.35200325427767565,0.7065180793358071
DPCR1,C10,109,8583,0.012262210249900818,0.35203002729624855,0.7065585496884994
LAX1,C1,55,8637,0.033848702907562256,0.35203683221335813,0.7065589413495894
ONECUT3,C10,17,8675,0.1233547031879425,0.3520455925615118,0.706560396981314
WNT2,C10,72,8620,0.0018618181347846985,0.3520550087501241,0.706560396981314
LEKR1,C6,66,8626,-0.026351531967520714,0.35206786015129776,0.706560396981314
OR1L1,C6,59,8633,0.04712910205125809,0.35208057409981397,0.706560396981314
LOH12CR1,C5,18,8674,-0.10610710456967354,0.35208446236735036,0.706560396981314
LCN1,C7,37,8655,0.03809469938278198,0.3520936418220787,0.706560396981314
ACD,C1,71,8621,0.04602670669555664,0.3521072605425122,0.706560396981314
SPDYA,C5,42,8650,0.023306790739297867,0.3521075967802908,0.706560396981314
SYNGR1,C5,23,8669,-0.021627023816108704,0.3521130279312651,0.706560396981314
WDR64,C10,148,8544,-0.036706073209643364,0.35211322554638813,0.706560396981314
CD300LB,C1,54,8638,0.06653720512986183,0.3521163563780665,0.706560396981314
AQP6,C7,44,8648,-0.06488794460892677,0.3521216400158593,0.706560396981314
ODF4,C10,32,8660,-0.024403105257079005,0.35212757229859326,0.706560396981314
PPAN-P2RY11,C7,26,8666,-0.0728231742978096,0.3521300945665181,0.706560396981314
GABRR3,C5,17,8675,-0.0029463469982147217,0.3521457287417109,0.7065730795213335
SMAD9,C7,79,8613,0.04479954391717911,0.3521500900781114,0.7065730795213335
TIMM22,C7,21,8671,-0.04494810104370117,0.3521562449264527,0.7065730795213335
KCNA4,C6,216,8476,0.007046767510473728,0.352176016995683,0.7065994878330742
DCD,C6,25,8667,0.03587989881634712,0.35218484440099485,0.7065996178681562
OR2AK2,C1,127,8565,0.030352793633937836,0.352189302125574,0.7065996178681562
DNPEP,C1,46,8646,0.02382996678352356,0.3522245230152924,0.7066124629515856
ESRRB,C1,93,8599,0.015570737421512604,0.3522259747987392,0.7066124629515856
TRAF3IP2,C5,63,8629,-0.045831263065338135,0.3522296649545835,0.7066124629515856
VPS37D,C7,15,8677,-0.1067061610519886,0.3522331366524213,0.7066124629515856
RFFL,C1,43,8649,0.06352199614048004,0.3522421878491966,0.7066124629515856
SPO11,C10,59,8633,-0.0341264009475708,0.35224223907051244,0.7066124629515856
NCKIPSD,C2,59,8633,-0.005176275968551636,0.35224223907271235,0.7066124629515856
SVEP1,C5,446,8246,0.005360940471291542,0.35225338940798434,0.7066124629515856
ASNA1,C6,41,8651,-0.09077420085668564,0.3522551969973343,0.7066124629515856
NFYA,C1,36,8656,0.04420037195086479,0.3522820353372804,0.7066503998340258
C6orf120,C5,16,8676,0.04422548972070217,0.35229532446734524,0.7066503998340258
RNF121,C6,31,8661,0.05521447956562042,0.35229911745569487,0.7066503998340258
SPANXC,C7,40,8652,0.009234422817826271,0.35230055154874584,0.7066503998340258
CDC20B,C10,106,8586,0.007853671908378601,0.3523109390904433,0.706657975475889
EPB41,C5,100,8592,0.04742874205112457,0.35231795862489323,0.7066580417091366
CAV3,C1,28,8664,0.012760922312736511,0.352337753383939,0.7066580417091366
PRIM2,C10,87,8605,-0.044697197154164314,0.35234206619172437,0.7066580417091366
TCP11L2,C6,81,8611,0.044829994440078735,0.3523439462367982,0.7066580417091366
FLT1,C2,231,8461,0.019345223903656006,0.3523440256422623,0.7066580417091366
VAV2,C6,111,8581,-0.03497808426618576,0.35235349851055375,0.7066637819284082
DCUN1D3,C6,42,8650,-0.007706701755523682,0.35236285895751884,0.706668576237506
RSPH4A,C1,84,8608,0.03663728013634682,0.3523760572024177,0.706668576237506
DNAJC3,C10,63,8629,0.017515182495117188,0.35238619101678736,0.706668576237506
CYB5R4,C5,75,8617,-0.0318244993686676,0.3523873815885262,0.706668576237506
SEPP1,C1,69,8623,0.012172937393188477,0.35238894305063106,0.706668576237506
DCN,C10,97,8595,0.0212743878364563,0.3523974168015751,0.7066723120553254
SPERT,C6,90,8602,0.022106941789388657,0.3524060322388336,0.706673253799417
CIITA,C7,163,8529,0.02044861577451229,0.3524111081194743,0.706673253799417
ARMCX5,C5,68,8624,-0.03294872120022774,0.3524189617459528,0.7066757458364511
NCF1,C10,46,8646,-0.041746415197849274,0.352438031744995,0.7066874724099744
AASDHPPT,C6,46,8646,0.028662070631980896,0.3524380317471949,0.7066874724099744
CPT1A,C5,124,8568,0.011661285534501076,0.3524453144458668,0.7066888192715595
MIF4GD,C2,32,8660,0.02275191619992256,0.35245641033404107,0.7066978117732571
ATP5A1,C10,56,8636,-0.054745977744460106,0.35247186502802297,0.7067079654993768
HS6ST1,C1,47,8645,0.06083741784095764,0.35247469672016984,0.7067079654993768
SPTLC2,C10,69,8623,-0.05725757032632828,0.3525136567080909,0.7067728233076015
CCDC160,C7,57,8635,0.036262497305870056,0.35253177030006966,0.7067958834517367
HOXA1,C6,92,8600,-0.030571430921554565,0.35255228644003,0.7068169789030765
IGFBP2,C5,35,8657,0.0035952553153038025,0.35255551655939543,0.7068169789030765
IFI44L,C6,103,8589,0.045014455914497375,0.35258149885795387,0.7068328727178776
LRRC4C,C10,255,8437,0.010252177715301514,0.35258502711053863,0.7068328727178776
FAM111A,C6,85,8607,0.03465335816144943,0.3525914459167233,0.7068328727178776
NCF4,C7,51,8641,0.05399604141712189,0.35259367935757846,0.7068328727178776
MAGIX,C7,60,8632,0.0667247399687767,0.3525965059946874,0.7068328727178776
TMCO6,C10,52,8640,0.057256706058979034,0.352610113829095,0.7068338488998609
ARID3C,C6,56,8636,0.0324077270925045,0.35261021765486067,0.7068338488998609
KITLG,C2,59,8633,0.015287045389413834,0.35261964004557633,0.7068394817318043
LRRC56,C2,57,8635,-0.0017329305410385132,0.3526414925386262,0.7068700304982184
GHRL,C2,18,8674,0.019377170130610466,0.35266868005219054,0.706911271969453
TRDMT1,C6,65,8627,-0.022745251655578613,0.3526810663619656,0.7069192651835626
SLC6A7,C7,82,8610,0.04084794595837593,0.3526858940606251,0.7069192651835626
ZRANB1,C1,84,8608,0.06450201943516731,0.35269286790767185,0.7069199881470504
GTF2F2,C2,19,8673,-0.04209977388381958,0.3527053303632428,0.7069317119702474
DYDC1,C2,28,8664,0.018144801259040833,0.3527284352658443,0.7069629121282405
ATP13A4,C2,194,8498,0.008561096154153347,0.3527427453556765,0.7069629121282405
PAPPA2,C2,559,8133,0.012073464691638947,0.35275359475667256,0.7069629121282405
ZGLP1,C10,23,8669,0.08901470899581909,0.35275931985224196,0.7069629121282405
RPS12,C2,16,8676,0.039033761247992516,0.35276013939258655,0.7069629121282405
TAS2R19,C10,39,8653,0.03952333331108093,0.35276698857185773,0.7069629121282405
POM121L2,C10,80,8612,0.033998042345047,0.3527671917837931,0.7069629121282405
CPN2,C5,85,8607,-0.013639330863952637,0.35279397764416875,0.7069949998309992
TANC2,C5,213,8479,-0.01460738480091095,0.35280363697276174,0.7069949998309992
HRASLS,C2,44,8648,0.023228632286190987,0.3528078336017507,0.7069949998309992
IGHG1,C2,96,8596,0.00892655923962593,0.3528150483483101,0.7069949998309992
CYHR1,C2,27,8665,0.002174064517021179,0.3528162725077145,0.7069949998309992
ZXDC,C6,82,8610,-0.0347623135894537,0.35282335424106415,0.7069959373702394
SH2B2,C5,48,8644,0.07784151844680309,0.35284450870687656,0.7070024059043194
KCTD4,C5,25,8667,-0.04577954113483429,0.3528462431238921,0.7070024059043194
SLC12A4,C7,118,8574,0.04393174313008785,0.35284642411867173,0.7070024059043194
RNF157,C1,73,8619,-0.0015622936189174652,0.3528531643624937,0.7070026590008084
MIA,C5,16,8676,0.0690063014626503,0.3528634842631919,0.707010084418252
PAEP,C6,25,8667,0.06633665412664413,0.35288760662002105,0.7070451641410588
BAAT,C5,86,8606,-0.03499295562505722,0.35289942024870646,0.7070470995810924
SLC12A7,C6,164,8528,0.023276312276721,0.3529018012933094,0.7070470995810924
NTS,C2,34,8658,-0.0267668254673481,0.3529138898371652,0.7070560268679927
HIST3H2A,C2,22,8670,0.031569954007864,0.35292020085468545,0.7070560268679927
ADD1,C7,99,8593,0.00942990928888321,0.3529341285131089,0.7070560268679927
PLEKHG1,C10,163,8529,-0.011110976338386536,0.352941642647708,0.7070560268679927
SRPR,C1,97,8595,0.027991309762001038,0.352945484056601,0.7070560268679927
PTGS1,C10,106,8586,0.01784411072731018,0.35295650635048126,0.7070560268679927
NUPL1,C2,76,8616,-0.00039678066968917847,0.35295887644536483,0.7070560268679927
ESCO1,C2,109,8583,0.013023525476455688,0.35298490955237316,0.7070560268679927
IGKV2-28,C5,19,8673,-0.08226092904806137,0.35298990510124517,0.7070560268679927
ANKRD34B,C1,89,8603,0.03427022695541382,0.3530018128963269,0.7070560268679927
OR4C12,C5,137,8555,-0.02382669970393181,0.35300469063806217,0.7070560268679927
ARHGEF10,C6,137,8555,0.01782628521323204,0.3530046906402615,0.7070560268679927
SLC18A2,C5,97,8595,0.031162627041339874,0.35300875726084924,0.7070560268679927
NTN1,C7,55,8637,0.04393912851810455,0.353013980797814,0.7070560268679927
OR5B12,C5,108,8584,-0.013242674991488457,0.35301949432109914,0.7070560268679927
GTDC1,C6,102,8590,0.03372843191027641,0.3530205401244968,0.7070560268679927
RFC4,C7,60,8632,0.04758492857217789,0.353024528203697,0.7070560268679927
NXPE2,C2,62,8630,0.01863022893667221,0.35303107463214656,0.7070560268679927
ZC3H12C,C5,112,8580,0.006358597427606583,0.35303814643530085,0.7070560268679927
GNL1,C6,52,8640,-0.04509054124355316,0.35304095984023354,0.7070560268679927
AAGAB,C5,35,8657,-0.01914152130484581,0.3530451601002761,0.7070560268679927
UTS2B,C5,25,8667,0.047342412173748016,0.3530530912658605,0.7070562473733735
RPL9,C10,18,8674,0.054892078042030334,0.35305849906496556,0.7070562473733735
FAM211A,C5,28,8664,0.03794172778725624,0.35308028320292484,0.7070660823063251
PTGDR,C7,81,8611,0.022449053823947906,0.3530814803134502,0.7070660823063251
EPS8,C7,111,8581,0.02343381941318512,0.35308325356899817,0.7070660823063251
CASP12,C10,17,8675,0.12127244472503662,0.3530979216223351,0.7070822095828316
DDX18,C2,98,8594,0.0016914010047912598,0.35312457379964435,0.7071223341367274
DCAF6,C6,124,8568,0.008243802934885025,0.3531363707611359,0.7071264231597048
NOL9,C7,63,8629,0.02777142822742462,0.3531433541398368,0.7071264231597048
C9orf47,C7,21,8671,0.05298088490962982,0.3531485215738672,0.7071264231597048
GNG4,C1,20,8672,-0.04697581473737955,0.3531530761375916,0.7071264231597048
C1orf50,C2,19,8673,0.042539287358522415,0.3531797022570289,0.7071589251369786
MYC,C2,67,8625,0.01694418489933014,0.35318253905864594,0.7071589251369786
VKORC1L1,C10,20,8672,-0.047200269997119904,0.3531993342195703,0.7071793071744215
CCDC38,C6,89,8603,0.049650441855192184,0.35322194950591423,0.7072113413445253
TF,C1,136,8556,0.022969190031290054,0.3532569269980741,0.7072681251219518
COL4A3,C10,222,8470,0.021325284615159035,0.3532668285073084,0.7072695324127607
WDR17,C7,254,8438,-0.01786920614540577,0.3532708627461695,0.7072695324127607
NFKBID,C10,48,8644,0.026804279536008835,0.35329303916308175,0.707271450910479
C3orf58,C2,55,8637,0.002028360962867737,0.35329348090457313,0.707271450910479
PPY,C1,15,8677,0.10905202478170395,0.3533003296192758,0.707271450910479
TRAF3IP3,C10,91,8601,0.00614568218588829,0.3533031431011513,0.707271450910479
PCDHGA7,C7,177,8515,0.02211885154247284,0.35330490323040864,0.707271450910479
SPINT2,C6,43,8649,-0.005344577133655548,0.3533154715818002,0.7072722453351468
SLC38A5,C1,48,8644,0.050524599850177765,0.35332295400901126,0.7072722453351468
TPD52,C5,35,8657,0.011025860905647278,0.35332514942693993,0.7072722453351468
TAF4B,C7,91,8601,0.03229164332151413,0.3533684881152981,0.707337525014417
ZFAT,C2,195,8497,0.004287362098693848,0.35337521202000366,0.707337525014417
CATSPERB,C2,187,8505,0.010574057698249817,0.35338076215129477,0.707337525014417
PLSCR1,C7,45,8647,0.04950343817472458,0.3533918876085562,0.707337525014417
SOX6,C7,120,8572,-0.02555270865559578,0.3534029651668458,0.707337525014417
ZMYND19,C7,30,8662,-0.06076502054929733,0.3534056024324008,0.707337525014417
FEZ2,C5,32,8660,0.025874853134155273,0.35340747814065965,0.707337525014417
ING3,C5,52,8640,0.03787454217672348,0.3534146289267943,0.707337525014417
SNX31,C5,75,8617,0.05782032012939453,0.35341731412793753,0.707337525014417
PSMF1,C7,39,8653,0.08840279281139374,0.35343014525616223,0.70734996175512
TUBB6,C7,61,8631,0.04445693641901016,0.3534690951341005,0.7074125036526121
CD74,C10,30,8662,-0.022191904485225677,0.35348122130983783,0.7074125036526121
C1orf112,C2,100,8592,0.016834385693073273,0.35348124784931734,0.7074125036526121
IGHV3-64,C5,27,8665,-0.04015806317329407,0.35349333429203,0.7074234477671223
CCR5,C2,59,8633,0.04264170303940773,0.35351023995973163,0.707431718501359
EXOSC8,C5,30,8662,0.005603373050689697,0.3535190345853154,0.707431718501359
OR2T2,C10,135,8557,-0.03865111991763115,0.35352230235870963,0.707431718501359
AGAP2,C6,114,8578,0.0065634408965706825,0.35352393888100675,0.707431718501359
HAGHL,C7,16,8676,-0.054034993052482605,0.3535356927109635,0.7074419956576405
AUH,C10,42,8650,0.05437075346708298,0.35354496953569536,0.7074473159148591
B3GALNT2,C5,44,8648,-0.044603362679481506,0.35355737255675557,0.7074588914085385
SLC30A9,C10,86,8606,0.047021932899951935,0.35357128141545213,0.7074639382605957
ARX,C6,33,8659,-0.04338237643241882,0.35357313124564127,0.7074639382605957
IRGQ,C10,58,8634,0.015968263149261475,0.353587715857256,0.707479877852639
PDK3,C7,67,8625,-0.04564126580953598,0.3536135285094879,0.7075065172925327
C1orf168,C5,158,8534,-0.01579093560576439,0.3536196571998732,0.7075065172925327
TPT1,C1,15,8677,0.06310047209262848,0.3536208857759452,0.7075065172925327
PPP1R8,C5,26,8666,0.0943533219397068,0.3536309452829568,0.7075106662775211
WISP2,C6,45,8647,-0.005744248628616333,0.35363910381669195,0.7075106662775211
SLC35D2,C7,29,8663,-0.06188346445560455,0.3536446552460556,0.7075106662775211
XPC,C6,76,8616,0.011765813454985619,0.3536494342214911,0.7075106662775211
TXNRD2,C6,51,8641,0.03976345807313919,0.35366732546290636,0.7075197370151018
BACH2,C10,147,8545,-0.0054252296686172485,0.3536738302993694,0.7075197370151018
CLDN1,C5,40,8652,-0.036430299282073975,0.3536754688069006,0.7075197370151018
RC3H1,C5,149,8543,-0.005005829036235809,0.3536804433013301,0.7075197370151018
EIF1AD,C5,16,8676,-0.02666301652789116,0.3536909326222458,0.7075217313726758
RBM14-RBM4,C2,38,8654,0.02705708146095276,0.35370267517796494,0.7075217313726758
MAGEA10,C5,107,8585,-0.0014599859714508057,0.3537073123525353,0.7075217313726758
SLC22A15,C2,59,8633,0.024807758629322052,0.3537263569334519,0.7075217313726758
MGLL,C5,50,8642,-0.0544983446598053,0.35373111370182453,0.7075217313726758
NACAD,C7,78,8614,0.0649648867547512,0.3537366539419253,0.7075217313726758
PRSS42,C10,41,8651,0.012910980731248856,0.35374269613597775,0.7075217313726758
MTMR11,C7,100,8592,0.03492256999015808,0.3537516440231401,0.7075217313726758
RC3H2,C6,137,8555,0.021729573607444763,0.35375234081272366,0.7075217313726758
CEP85L,C6,108,8584,0.008372180163860321,0.35376007638518037,0.7075217313726758
TADA2A,C7,57,8635,-0.0012849923223257065,0.3537673910826119,0.7075217313726758
HS6ST1,C2,47,8645,0.031652554869651794,0.35377414416225206,0.7075217313726758
PPP1R3D,C6,35,8657,0.054793670773506165,0.35378043144653126,0.7075217313726758
LRRD1,C7,71,8621,-0.037176549434661865,0.35378097787480034,0.7075217313726758
FOXD2,C7,28,8664,0.041353244334459305,0.35378464474269067,0.7075217313726758
CDH13,C7,156,8536,0.010355336591601372,0.3537918862971675,0.7075217313726758
HIST1H2BI,C1,23,8669,0.0310831218957901,0.35379494687279567,0.7075217313726758
SURF1,C6,17,8675,-0.021494247019290924,0.35380057840139023,0.7075217313726758
METTL24,C5,50,8642,-0.05100340023636818,0.35381912868364596,0.7075371542540894
RBBP5,C1,62,8630,0.03546326234936714,0.35382152856801563,0.7075371542540894
OR51A4,C10,105,8587,-0.04558812081813812,0.3538315463711814,0.7075439508557123
SAMD1,C6,25,8667,0.000662192702293396,0.35383981347287863,0.7075472464551019
AQR,C10,171,8521,0.02623196691274643,0.3538687973674959,0.7075789124259464
CST6,C2,21,8671,0.032879337668418884,0.3538712868097964,0.7075789124259464
CIDEC,C7,29,8663,0.0829390361905098,0.35387550738290974,0.7075789124259464
CACNA1F,C6,245,8447,0.0018374919891357422,0.3538980329951087,0.7076107166781105
EIF2A,C7,58,8634,0.04945150949060917,0.35391473272364504,0.707630871242294
ADPRH,C6,54,8638,0.029948923736810684,0.3539493460799841,0.7076868415862257
CPSF3,C7,67,8625,0.04596409201622009,0.35396871051475354,0.707712321690547
SNTG1,C2,207,8485,0.014598170295357704,0.3539885126360186,0.707738675920021
CYSLTR1,C5,70,8622,0.062258291989564896,0.35399524782490566,0.7077389045858402
CYP1A1,C10,82,8610,-0.04528919607400894,0.35401609521679445,0.7077544455810211
PDK3,C2,67,8625,0.012999996542930603,0.3540194691972468,0.7077544455810211
B3GALNT1,C7,50,8642,0.05494605749845505,0.3540245507941816,0.7077544455810211
ZDHHC23,C5,53,8639,0.011069059371948242,0.35403393182173326,0.7077544455810211
PHLDA1,C10,40,8652,0.014370307326316833,0.35403612589908284,0.7077544455810211
SLC2A11,C7,31,8661,-0.043069131672382355,0.35404651641168927,0.707761981155797
FAM13A,C10,126,8566,0.04221559315919876,0.3540619406996063,0.7077795791043332
CECR6,C1,27,8665,0.048277005553245544,0.3540914234120367,0.7078252790472759
PPP2R2C,C6,83,8609,0.03976345807313919,0.3541461173454351,0.7079213733218197
MEI1,C7,139,8553,0.040862567722797394,0.35416524922107084,0.7079260168719328
HKDC1,C10,131,8561,0.022242218255996704,0.35417021768174495,0.7079260168719328
TIMELESS,C7,148,8544,-0.03926822356879711,0.35418606049850654,0.7079260168719328
HOXC13,C10,46,8646,0.05661354213953018,0.3541949521516975,0.7079260168719328
FIGLA,C2,26,8666,0.028279784135520458,0.3541998876356054,0.7079260168719328
MED9,C5,17,8675,-0.09688246250152588,0.35420249303920803,0.7079260168719328
IGHV3-38,C10,37,8655,0.06697648763656616,0.3542042009843178,0.7079260168719328
LRRC27,C6,75,8617,0.055261701345443726,0.35420901686521467,0.7079260168719328
HOGA1,C5,32,8660,0.04814121685922146,0.3542134939245083,0.7079260168719328
SLC30A3,C10,58,8634,0.04731158912181854,0.35421466601568063,0.7079260168719328
DAOA,C6,41,8651,-0.03938344120979309,0.3542286073155635,0.7079406436630298
RIMS3,C5,51,8641,0.05562811717391014,0.3542485341643392,0.7079513837821393
TEX14,C5,201,8491,0.02282286062836647,0.3542519437976509,0.7079513837821393
C10orf118,C10,94,8598,-0.051239206455647945,0.3542566136156283,0.7079513837821393
